文件名,歌名,语种,总歌手,歌手1,歌手2,歌手3,歌手4,性别1,性别2,性别3,性别4,原唱,伴奏,版本
Ma817418,想你的三百六十五天,国语,李玟,李玟,,,,女,,,,1,2,1
Ma817567,爱是一颗幸福的子弹,国语,汪峰,汪峰,,,,男,,,,1,2,4
Ma817638,酒醉的探戈2001,国语,动力火车,动力火车,,,,合,,,,1,2,1
Ma817896,羞答答的玫瑰静悄悄的开,国语,孟庭苇,孟庭苇,,,,女,,,,1,2,1
Ma818069,你怎么连话都说不清梦,国语,周杰伦,周杰伦,,,,男,,,,L,R,3
Ma818141,红灯记-都有一颗红亮的心,国语,佚名,佚名,,,,合,,,,1,2,1
Ma818207,别看我只是一只羊,国语,古倩敏,古倩敏,,,,,,,,1,2,
Ma818270,给我一首歌的时间,国语,周杰伦,周杰伦,,,,男,,,,1,2,1
Ma818467,最后是我开了口,国语,小贱,小贱,,,,男,,,,1,2,
Ma818496,找个好人嫁了吧,国语,刘思伟,刘思伟,,,,男,,,,L,R,
Ma818851,你不是真正的快乐,国语,五月天,五月天,,,,合,,,,1,2,1
C2012080677,我和秋天有个约会,粤语,张敬轩,张敬轩,,,,男,,,,2,1,1
Ma818910,天仙配-满工对唱,国语,佚名,佚名,,,,合,,,,1,2,1
Ma819293,爱啦啦,国语,海楠,海楠,,,,,,,,1,2,
Ma819470,失恋联盟阵线,国语,靓舞精灵,靓舞精灵,,,,,,,,1,2,1
Ma820068,白狐狸,国语,王力宏,王力宏,,,,男,,,,1,2,3
Ma820071,神呀救救我,国语,陈小春,陈小春,,,,男,,,,1,2,3
Ma820801,看我七十二变,国语,蔡依林,蔡依林,,,,女,,,,1,2,1
Ma820823,后青春期的诗,国语,五月天,五月天,,,,合,,,,1,2,1
Ma820991,达坂城的姑娘,国语,李双江,李双江,,,,男,,,,1,2,
Ma821164,丢了幸福的猪,国语,姜玉阳,姜玉阳,,,,男,,,,1,2,1
Ma821244,听！是谁在唱歌,国语,刘若英^黄韵玲,刘若英,黄韵玲,,,女,女,,,1,2,1
Ma821290,说好的幸福呢,国语,周杰伦,周杰伦,,,,男,,,,1,2,1
Ma821525,三生石三生路,国语,阿兰,阿兰,,,,女,,,,1,2,1
Ma821541,如果你是假的,国语,王菲,王菲,,,,女,,,,L,R,
Ma821962,夜访吸血鬼,国语,五月天,五月天,,,,合,,,,1,2,1
Ma822195,不潮不用花钱,国语,林俊杰,林俊杰,,,,男,,,,1,2,1
Ma822424,最好的未来,国语,刘若英,刘若英,,,,女,,,,1,2,1
Ma822614,女驸马-谁料皇榜中状元,国语,卓依婷,卓依婷,,,,女,,,,1,2,1
Ma822744,罗密欧与茱丽叶,国语,五月天,五月天,,,,合,,,,1,2,3
Ma822782,姐姐妹妹站起来,国语,陶晶莹,陶晶莹,,,,女,,,,1,2,1
Ma823422,印象西湖的雨,国语,张靓颖,张靓颖,,,,女,,,,1,2,1
Ma823423,印第安老斑鸠,国语,周杰伦,周杰伦,,,,男,,,,L,R,1
Ma823599,义勇军进行曲,国语,佚名,佚名,,,,合,,,,1,2,
Ma823670,我一个人跳舞,国语,张惠妹,张惠妹,,,,女,,,,1,2,3
Ma824189,别在伤口洒盐,国语,张惠妹,张惠妹,,,,女,,,,1,2,3
Ma825884,狗男女,国语,张震岳,张震岳,,,,男,,,,1,2,1
Ma826000,蚂蚁蚂蚁,国语,张楚,张楚,,,,男,,,,1,2,3
Ma828158,无言的结局-快三步,国语,佚名,佚名,,,,合,,,,1,2,
Ma828428,喂鸡,国语,刘欢,刘欢,,,,男,,,,1,2,5
Ma828625,特别的爱给特别的你,国语,伍思凯,伍思凯,,,,男,,,,1,2,3
Ma828872,稍息立正站好+小叮当+豆豆龙,国语,范晓萱,范晓萱,,,,女,,,,1,2,3
Ma829435,恋曲1980,国语,罗大佑,罗大佑,,,,男,,,,1,2,3
Ma829770,多余,国语,杨宗纬,杨宗纬,,,,男,,,,1,2,1
Ma830162,爱乘以无限大,国语,元若蓝,元若蓝,,,,女,,,,1,2,1
Ma830263,洞房,国语,茅威涛,茅威涛,,,,,,,,L,R,1
Ma831586,甲你揽牢牢,台语,江蕙,江蕙,,,,女,,,,1,2,1
Ma832059,爱情的骗子我问你-恰恰,台语,陈小云,陈小云,,,,女,,,,1,2,1
Ma835473,爱情骗子我问你,台语,小凤凤,小凤凤,,,,女,,,,1,2,1
Ma837210,不是寂寞才想你,台语,阿宝,阿宝,,,,男,,,,1,2,
Ma837441,冰河时代5,英语,佚名,佚名,,,,合,,,,L,R,
Ma837443,皇冠一刻钟,英语,佚名,佚名,,,,合,,,,L,R,
Ma837708,J'EN AI MARRE,法语,ALIZEE,ALIZEE,,,,,,,,1,2,3
Ma837715,TIME TO SAY GOODBYE,英语,SARAH BRIGHTMAN^ANDREA BOCELLI,SARAH BRIGHTMAN,ANDREA BOCELLI,,,,,,,1,2,
Ma837752,POUR QUE TU M'AIMES ENCORE,俄语,CELINE DION,CELINE DION,,,,女,,,,1,2,
Ma838146,I KNEW I LOVE YOU,英语,SAVAGE GARDEN,SAVAGE GARDEN,,,,合,,,,1,2,1
Ma838192,LEAVE OUT ALL THE REST,英语,LINKIN PARK,LINKIN PARK,,,,合,,,,1,2,1
750566J2,そばにいるね,日语,青山テルマ^SOULJA,青山テルマ,SOULJA,,,女,,,,L,R,
750571S1,ここにいるよ,日语,SOULJA^青山テルマ,SOULJA,青山テルマ,,,女,女,,,R,L,1
Ma838210,昨日重现,英语,THE CARPENTERS,THE CARPENTERS,,,,合,,,,1,2,
Ma838327,I HATE THAT I LOVE YOU,英语,RIHANNA,RIHANNA,,,,女,,,,1,2,1
Ma838345,SORRY BLAME IT ON ME,英语,AKON,AKON,,,,男,,,,1,2,1
Ma838440,I LOVE ROCK ROLL,英语,BRITNEY SPEARS,BRITNEY SPEARS,,,,女,,,,1,2,1
Ma838467,LET'S START FROM HERE,英语,王若琳,王若琳,,,,女,,,,1,2,1
Ma838496,FOOTPRINTS IN THE SAND,英语,LEONA LEWIS,LEONA LEWIS,,,,,,,,1,2,1
Ma839040,EVERYTHING I DO I DO IT FOR YOU,英语,BRYAN ADAMS,BRYAN ADAMS,,,,,,,,1,2,1
Ma839103,NEVER HAD A DREAM COME TRUE,英语,S CLUB 7,S CLUB 7,,,,,,,,L,R,1
Ma839109,斯卡布罗集市,英语,SARAH BRIGHTMAN,SARAH BRIGHTMAN,,,,,,,,1,2,3
Ma839119,NOTHINGS GONNA CHANGE MY LOVE FOR YOU,英语,佚名,佚名,,,,合,,,,L,R,
Ma839291,ENTERNAL FLAME,英语,佚名,佚名,,,,合,,,,L,R,
Ma839556,GREAT DJ,英语,THE TING TINGS,THE TING TINGS,,,,女,,,,1,2,1
Ma839612,HOTEL CALIFORNIA-加州旅馆,英语,THE EAGLES,THE EAGLES,,,,合,,,,1,2,3
Ma839650,GLAMOROUS,英语,FERGIE,FERGIE,,,,,,,,1,2,1
Ma839699,BYEBYE,英语,MARIAH CAREY,MARIAH CAREY,,,,女,,,,1,2,1
Ma839746,WE RIDE,英语,RIHANNA,RIHANNA,,,,女,,,,1,2,1
Ma839843,NOBODY,英语,WONDER GIRLS,WONDER GIRLS,,,,合,,,,1,2,1
Ma840076,TOUCH MY BODY,英语,MARIAH CAREY,MARIAH CAREY,,,,女,,,,1,2,1
Ma840247,BABY I'M BACK,英语,AKON,AKON,,,,男,,,,1,2,1
Ma840262,WHITE HORSE,英语,TAYLOR SWIFT,TAYLOR SWIFT,,,,女,,,,1,2,1
Ma840297,NUMBER1,英语,BIGBANG,BIGBANG,,,,合,,,,1,2,1
Ma840307,SEVEN DAYS,英语,CRAIG DAVID,CRAIG DAVID,,,,男,,,,1,2,1
Ma840315,SMACK THAT,英语,EMINEM,EMINEM,,,,男,,,,1,2,1
Ma840373,EVERYTHING WILL FLOW,英语,SUEDE,SUEDE,,,,,,,,L,R,1
Ma840379,I WILL BE,英语,LEONA LEWIS,LEONA LEWIS,,,,,,,,1,2,1
Ma840481,CRUCIFY MY LOVE,英语,X JAPAN,X JAPAN,,,,,,,,L,R,
Ma840549,MOONRIVER,英语,佚名,佚名,,,,合,,,,1,2,5
Ma840652,AT LAST,英语,CHRISTINA AGUILERA,CHRISTINA AGUILERA,,,,女,,,,L,0,
Ma841140,12月新感觉R&B+CLUB串烧06,英语,音创DJ,音创DJ,,,,,,,,L,R,
Ma841144,12月劲嗨01圣诞之夜,英语,音创DJ,音创DJ,,,,,,,,L,R,
Ma841151,I STAY IN LOVE,英语,MARIAH CAREY,MARIAH CAREY,,,,女,,,,1,2,1
Ma841156,DJ宝宝经典LALALA英文串烧,英语,音创DJ,音创DJ,,,,,,,,L,R,
Ma841186,WHISKEY LULLABY,英语,BRAD PAISLEY^ALISON KRAUSS,BRAD PAISLEY,ALISON KRAUSS,,,,,,,1,2,1
Ma841248,SHE WOLF,英语,SHAKIRA,SHAKIRA,,,,女,,,,1,2,1
Ma841330,LAST CHRITMAS,英语,WHAM,WHAM,,,,合,,,,1,2,
Ma841571,THE COLOR OF THE NIGHT,英语,CHRISTY LAUREN,CHRISTY LAUREN,,,,女,,,,1,2,5
Ma841578,BECAUSE OF YOU LYRICS,英语,KELLY CLARKSON,KELLY CLARKSON,,,,女,,,,1,2,1
Ma841583,THAT'S WHY YOU GO AWAY,英语,MICHAEL LEARNS TO ROCK,MICHAEL LEARNS TO ROCK,,,,合,,,,1,2,
Ma841709,WHERE IS THE LOVE,英语,BLACK EYED PEAS,BLACK EYED PEAS,,,,合,,,,1,2,1
Ma841871,OOPS I DID IT AGAIN,英语,BRITNEY SPEARS,BRITNEY SPEARS,,,,女,,,,1,2,1
Ma842389,WHATEVER YOU LIKE,英语,T I,T I,,,,,,,,1,2,1
Ma842401,THE BEST DAMN THING,英语,AVRIL LAVIGNE,AVRIL LAVIGNE,,,,女,,,,1,2,1
Ma842945,一生所爱,粤语,卢冠廷,卢冠廷,,,,男,,,,1,2,
Ma843771,明目张胆,粤语,何韵诗,何韵诗,,,,女,,,,1,2,1
Ma843851,谢谢你的爱,粤语,刘德华,刘德华,,,,男,,,,1,2,1
Ma844669,爱的故事(上),粤语,孙耀威,孙耀威,,,,男,,,,1,2,1
Ma844933,皇后大道东,粤语,罗大佑^蒋志光,罗大佑,蒋志光,,,男,合,,,1,2,3
Ma844934,皇后大道东,粤语,罗大佑,罗大佑,,,,男,,,,1,2,1
Ma844973,马利奥派对,粤语,陈奕迅,陈奕迅,,,,男,,,,1,2,3
Ma845740,祝英台,粤语,谢安琪,谢安琪,,,,女,,,,L,R,1
Ma846285,这么近那么远,粤语,张学友,张学友,,,,男,,,,1,2,1
Ma846510,杨千嬅,粤语,杨千嬅,杨千嬅,,,,女,,,,L,R,3
Ma846511,杨千嬅,粤语,杨千嬅,杨千嬅,,,,女,,,,1,2,1
Ma846812,叱咤红人,粤语,陈小春,陈小春,,,,男,,,,1,2,1
Ma846932,道道道,粤语,张学友,张学友,,,,男,,,,1,2,3
Ma848896,攻心计,粤语,关菊英,关菊英,,,,女,,,,1,2,
Ma849743,DI DAR,粤语,王菲,王菲,,,,女,,,,1,2,1
Ma852575,我的祝福你听见了吗,国语,谭晶,谭晶,,,,女,,,,1,2,1
Ma852670,我的未来式,国语,郭采洁,郭采洁,,,,女,,,,2,1,1
Ma850714,那些年我们一起追的女孩,粤语,洪卓立,洪卓立,,,,男,,,,2,1,1
Ma850821,那里的天空不下雨,粤语,梁雁翎^黄凯芹,梁雁翎,黄凯芹,,,男,男,,,1,2,1
Ma852263,不了了之,国语,冰淇淋少女组,冰淇淋少女组,,,,合,,,,R,L,1
Ma852265,我只是个传说,国语,小沈阳,小沈阳,,,,男,,,,1,2,1
Ma852277,亲爱的你怎么不在我身边,国语,江美琪,江美琪,,,,女,,,,1,2,1
Ma852283,看月亮爬上来,国语,张杰,张杰,,,,男,,,,1,2,1
Ma852285,没那么简单,国语,黄小琥,黄小琥,,,,女,,,,1,2,1
Ma852400,SUPERMARKET 超级市场,国语,曹格,曹格,,,,男,,,,1,2,1
M2012081839,忘了,国语,杨丞琳,杨丞琳,,,,女,,,,1,2,1
Ma852744,忘记时间,国语,胡歌,胡歌,,,,男,,,,1,2,1
Ma852762,残酷游戏,粤语,卫兰,卫兰,,,,女,,,,1,2,1
Ma852768,最寂寞的时候,国语,卢广仲,卢广仲,,,,男,,,,1,2,1
Ma852769,歇斯底里,国语,林宥嘉,林宥嘉,,,,男,,,,1,2,1
Ma852795,我很好那么你呢,国语,王心凌,王心凌,,,,女,,,,1,2,1
Ma852862,有没有一种思念永不疲惫,国语,晓依,晓依,,,,,,,,1,2,1
Ma852864,有没有一种思念永不疲惫,国语,许强,许强,,,,,,,,1,2,1
Ma852892,慕容雪,粤语,薛凯琪,薛凯琪,,,,女,,,,1,2,1
Ma852962,小三,国语,冷漠,冷漠,,,,男,,,,1,2,1
Ma853066,错过的情人,国语,石梅,石梅,,,,女,,,,1,2,1
Ma853071,贝多芬的悲伤,国语,萧风,萧风,,,,,,,,1,2,1
Ma853279,在我心里永远有个你,国语,江南,江南,,,,男,,,,1,2,1
Ma853386,继续给十五岁的自己,国语,刘若英,刘若英,,,,女,,,,1,2,1
Ma853430,用心爱你你不懂,国语,田一龙,田一龙,,,,男,,,,1,2,
Ma853562,爱不会绝迹,国语,林俊杰,林俊杰,,,,男,,,,1,2,1
Ma853583,两生关,国语,谢安琪,谢安琪,,,,女,,,,1,2,
Ma853595,原来爱情那么难,国语,泳儿,泳儿,,,,女,,,,1,2,1
Ma853611,你是我的风景,国语,何洁,何洁,,,,女,,,,1,2,1
Ma854078,我是否也在你心中,国语,高安,高安,,,,男,,,,1,2,9
Ma854293,琉璃月,国语,杨幂^君君,杨幂,君君,,,女,男,,,1,2,4
Ma900041,亏欠一生,国语,裘海正,裘海正,,,,女,,,,R,L,
Ma900245,如果没有离开,国语,潘虹樾,潘虹樾,,,,,,,,L,R,1
Ma900260,远方情人,国语,智明嘉措,智明嘉措,,,,男,,,,L,R,1
Ma900289,夜未央,国语,谭咏麟,谭咏麟,,,,男,,,,L,R,1
Ma101809,AKON&COLBIE O'DONIS&KARDINAL OFFISHALL,英语,AKON^COLBIE O'DONIS,AKON,COLBIE O'DONIS,,,男,,,,1,2,1
Ma101824,NOTHIN'ON YOU,英语,B.O.B^BRUNO MARS,B.O.B,BRUNO MARS,,,男,男,,,1,2,1
Ma101971,DYNAMITE,英语,TAIO CRUZ,TAIO CRUZ,,,,男,,,,1,2,1
Ma101982,BILLIONAIRE,英语,TRAVIS MCCOY^BRUNO MARS,TRAVIS MCCOY,BRUNO MARS,,,男,男,,,1,2,1
Ma102038,"PINK PANTHER+NEW YORK,NEW YORK",英语,张学友,张学友,,,,男,,,,1,2,3
Ma102089,骂醒我,国语,周汤豪,周汤豪,,,,男,,,,1,2,1
Ma102247,杜 U LOVE ME,国语,王力宏,王力宏,,,,男,,,,L,R,
Ma102402,别再对我谈起感情,意大利语,DJ,DJ,,,,,,,,L,R,1
Ma102520,黑色尤物,国语,蔡依林,蔡依林,,,,女,,,,1,2,
Ma102525,星象仪 プラネタリウム,国语,大冢爱,大冢爱,,,,女,,,,1,2,1
Ma102758,关于小熊,国语,蛋堡,蛋堡,,,,,,,,1,2,1
Ma102810,放你在心里,国语,许美静,许美静,,,,女,,,,1,2,1
Ma102931,YOU ARE NOT ALONE,英语,MICHAEL JACKSON,MICHAEL JACKSON,,,,男,,,,1,2,1
CHI62178,我只在乎你,国语,梁咏琪,梁咏琪,,,,女,,,,L,R,
CHI62397,一辈子一场梦,国语,张卫健,张卫健,,,,男,,,,L,R,
CHI67662,我很丑可是我很温柔,国语,赵传,赵传,,,,男,,,,L,R,
CHI66160,我一直站在被你伤害的地方,国语,辛欣,辛欣,,,,,,,,L,R,
CHI64065,我,国语,王杰,王杰,,,,男,,,,L,R,
CHI68861,往事,国语,孟庭苇,孟庭苇,,,,女,,,,L,R,
CHI50156,三年,国语,蔡琴,蔡琴,,,,女,,,,L,R,
CHI51716,天亮以后说分手,国语,信乐团,信乐团,,,,合,,,,L,R,
CHI60681,移情别恋,国语,郭峰,郭峰,,,,男,,,,L,R,
CHI77221,遥远的她,粤语,张学友,张学友,,,,男,,,,L,R,
CHI77365,月半小夜曲,粤语,李克勤,李克勤,,,,男,,,,L,R,
DK201101080200,采槟榔,国语,凤飞飞,凤飞飞,,,,女,,,,2,1,18
DK201101080201,答案,国语,李玟,李玟,,,,女,,,,2,1,18
DK201101080202,原来的我,国语,齐秦,齐秦,,,,男,,,,2,1,18
DK201101080204,不要在我寂寞的时候说爱我,国语,T.R.Y,T.R.Y,,,,合,,,,0,2,18
DK201101080205,朋友,国语,谭咏麟,谭咏麟,,,,男,,,,2,1,18
DK201101080206,一辈子一场梦,国语,张卫健,张卫健,,,,男,,,,2,1,18
DK201101080207,天竺少女,国语,祖海,祖海,,,,女,,,,2,1,18
DK201101080209,你的承诺,国语,海鸣威,海鸣威,,,,男,,,,2,1,18
DK201101080211,野菊花,国语,林志颖,林志颖,,,,男,,,,2,1,18
DK201101080213,下辈子如果我还记得你,国语,马郁,马郁,,,,女,,,,2,1,18
DK201101080214,星期六的深夜,国语,王力宏,王力宏,,,,男,,,,2,1,18
DK201101080217,再别康桥,国语,SHE,SHE,,,,合,,,,2,1,18
DK201101080219,冬雨,国语,齐秦,齐秦,,,,男,,,,2,1,18
DK201101080220,做你的爱人,国语,饶天亮,饶天亮,,,,,,,,2,1,18
DK201101080221,斯琴高丽的伤心,国语,斯琴高丽,斯琴高丽,,,,女,,,,2,1,18
DK201101080223,吻别,国语,张学友,张学友,,,,男,,,,2,1,18
DK201101080224,我们的纪念,国语,李雅微,李雅微,,,,女,,,,2,1,18
DK201101080225,爱在哪里,国语,王力宏,王力宏,,,,男,,,,2,1,18
DK201101080227,像风一样自由,国语,许巍,许巍,,,,男,,,,2,1,18
DK201101080001,花太香,国语,任贤齐,任贤齐,,,,男,,,,2,1,18
DK201101080003,早安晨之美,国语,卢广仲,卢广仲,,,,男,,,,2,1,18
DK201101080007,沙滩,国语,陶喆,陶喆,,,,,,,,2,1,18
DK201101080010,彩云之南,国语,徐千雅,徐千雅,,,,女,,,,2,1,18
DK201101080012,榕树下,国语,余天,余天,,,,男,,,,2,1,18
DK201101080013,伤心地铁,国语,光良,光良,,,,男,,,,2,1,18
DK201101080014,父老乡亲,国语,彭丽媛,彭丽媛,,,,女,,,,2,1,18
DK201101080015,她的眼泪,国语,林晓培,林晓培,,,,女,,,,2,1,18
DK201101080017,降落伞,国语,蔡依林,蔡依林,,,,女,,,,2,1,1
DK201101080020,后来的我们,国语,品冠,品冠,,,,男,,,,2,1,18
DK201101080023,春天里,国语,费玉清,费玉清,,,,男,,,,2,1,18
DK201101080024,无奈的思绪,国语,韩宝仪,韩宝仪,,,,女,,,,2,1,18
DK201101080025,谁料皇榜中状元,国语,马兰,马兰,,,,,,,,2,1,18
DK201101080027,梅兰梅兰我爱你,国语,姜育恒,姜育恒,,,,男,,,,2,1,18
DK201101080028,三十三块,国语,郑智化,郑智化,,,,男,,,,2,1,18
DK201101080029,赔偿,国语,钟汶,钟汶,,,,女,,,,2,1,18
DK201101080030,花房姑娘,国语,崔健,崔健,,,,男,,,,2,1,18
DK201101080031,不需要理由,国语,徐若瑄,徐若瑄,,,,女,,,,2,1,18
DK201101080033,轻轻地告诉你,国语,杨钰莹,杨钰莹,,,,女,,,,2,1,18
DK201101080034,有时候,国语,梁咏琪,梁咏琪,,,,女,,,,2,1,18
DK201101080036,爱上爱,国语,萧亚轩,萧亚轩,,,,女,,,,2,1,18
DK201101080039,对你爱不完,国语,郭富城,郭富城,,,,男,,,,2,1,18
DK201101080040,纯真,国语,五月天,五月天,,,,合,,,,2,1,18
DK201101080116,爱一天多一天,国语,陈晓东,陈晓东,,,,男,,,,2,1,18
DK201101080120,酒醉的探戈,国语,动力火车,动力火车,,,,合,,,,1,1,18
DK201101080121,宽容,国语,张信哲,张信哲,,,,男,,,,2,1,18
DK201101080124,月亮代表我的心,国语,邓丽君,邓丽君,,,,女,,,,0,2,18
DK201101080125,样样红,国语,黄安,黄安,,,,,,,,2,1,18
DK201101080126,鸳鸯锦,国语,叶欢,叶欢,,,,,,,,2,1,18
DK201101080128,谁想轻轻偷走我的吻,国语,张学友,张学友,,,,男,,,,2,1,18
DK201101080129,醉赤壁,国语,林俊杰,林俊杰,,,,男,,,,2,1,18
DK201101080130,你是如此难以忘记,国语,梁朝伟,梁朝伟,,,,男,,,,2,1,18
DK201101080131,祝我生日快乐,国语,温岚,温岚,,,,女,,,,2,1,18
DK201101080132,自我催眠,国语,罗志祥,罗志祥,,,,男,,,,2,1,18
DK201101080134,遗忘,国语,辛晓琪,辛晓琪,,,,女,,,,2,1,18
DK201101080136,LINDA,国语,张学友,张学友,,,,男,,,,2,1,18
DK201101080137,爱你在每一天,国语,李玟,李玟,,,,女,,,,2,1,18
DK201101080138,花园,国语,梁静茹,梁静茹,,,,女,,,,2,1,18
DK201101080139,相遇太早,国语,苏永康,苏永康,,,,男,,,,2,1,18
DK201101080141,空白,国语,蔡依林,蔡依林,,,,女,,,,2,1,18
DK201101080142,变心的翅膀,国语,陈明真,陈明真,,,,女,,,,2,1,18
DK201101080143,说你爱我,国语,陈淑桦,陈淑桦,,,,女,,,,2,1,18
DK201101080145,飞鸟,国语,任贤齐,任贤齐,,,,男,,,,2,1,18
DK201101080147,练习,国语,孙燕姿,孙燕姿,,,,女,,,,2,1,18
DK201101080148,一往情深,国语,小虫,小虫,,,,,,,,2,1,18
DK201101080149,爱已蔓延,国语,张惠妹,张惠妹,,,,女,,,,1,2,18
DK201101080150,彩虹,国语,梁静茹,梁静茹,,,,女,,,,2,1,18
DK201101080151,堕落天使,国语,郑智化,郑智化,,,,男,,,,2,1,18
DK201101080154,情关,国语,陈淑桦,陈淑桦,,,,女,,,,2,1,18
DK201101080155,让每个人都心碎,国语,黄大炜,黄大炜,,,,男,,,,2,1,18
DK201101080156,死不了,国语,任贤齐,任贤齐,,,,男,,,,2,1,18
DK201101080157,决定,国语,刘若英,刘若英,,,,女,,,,2,1,18
DK201101080158,天涯歌女,国语,周璇,周璇,,,,女,,,,2,1,18
DK201101080159,旅程,国语,张惠妹,张惠妹,,,,女,,,,2,1,18
DK201101080161,不爱了,国语,徐若瑄,徐若瑄,,,,女,,,,2,1,18
DK201101080162,为了爱梦一生,国语,王杰,王杰,,,,男,,,,2,1,18
DK201101080163,耶利亚女郎,国语,童安格,童安格,,,,男,,,,2,1,18
DK201101080164,香港之夜,国语,邓丽君,邓丽君,,,,女,,,,2,1,18
DK201101080165,承诺,国语,郑秀文,郑秀文,,,,女,,,,2,1,18
DK201101080166,爱的路上千万里,国语,陈兰丽,陈兰丽,,,,女,,,,2,1,18
DK201101080168,我是不是你最疼爱的人,国语,潘越云,潘越云,,,,女,,,,2,1,18
DK201101080169,船歌,国语,齐豫,齐豫,,,,女,,,,2,1,18
DK201101080170,逃亡,国语,孙燕姿,孙燕姿,,,,女,,,,2,1,18
DK201101080171,别人都说我们会分开,国语,无印良品,无印良品,,,,合,,,,2,1,18
DK201101080172,是不是这样的夜晚你才会这样的想起我,国语,吴宗宪,吴宗宪,,,,男,,,,2,1,18
DK201101080174,你知道我在等你吗,国语,张洪量,张洪量,,,,男,,,,2,1,18
DK201101080177,任性,国语,孙燕姿,孙燕姿,,,,女,,,,2,1,18
DK201101080178,水姻缘,国语,田震,田震,,,,女,,,,2,1,18
DK201101080179,让生命等候,国语,童安格,童安格,,,,男,,,,2,1,18
DK201101080181,她的背影,国语,王杰,王杰,,,,男,,,,2,1,18
DK201101080185,离人,国语,林志炫,林志炫,,,,男,,,,2,1,18
DK201101080186,我曾用心爱着你,国语,潘美辰,潘美辰,,,,女,,,,2,1,18
DK201101080187,E-LOVER,国语,孙燕姿,孙燕姿,,,,女,,,,2,1,1
DK201101080188,回家,国语,王杰,王杰,,,,男,,,,2,1,18
DK201101080190,梅兰梅兰我爱你,国语,叶玉卿,叶玉卿,,,,女,,,,2,1,18
DK201101080192,捕手,国语,蔡依林,蔡依林,,,,女,,,,2,1,18
DK201101080193,抱一抱,国语,陈小春,陈小春,,,,男,,,,2,1,18
DK201101080194,装聋作哑,国语,陈小春,陈小春,,,,男,,,,2,1,18
DK201101080195,在雨中,国语,王海玲,王海玲,,,,,,,,2,1,18
DK201101080197,白色婚礼,国语,许哲佩,许哲佩,,,,女,,,,2,1,18
DK201101080198,应该,国语,杨乃文,杨乃文,,,,女,,,,2,1,18
DK201101080199,彩云飞,国语,邓丽君,邓丽君,,,,女,,,,2,1,18
DK201101080042,全是爱,国语,凤凰传奇,凤凰传奇,,,,合,,,,2,1,18
DK201101080043,天蓝蓝,国语,凤凰传奇,凤凰传奇,,,,合,,,,2,1,18
DK201101080044,蓝色土耳其,国语,周传雄,周传雄,,,,男,,,,2,1,18
DK201101080046,魔镜,国语,李玟,李玟,,,,女,,,,2,1,18
DK201101080048,祈祷,国语,蔡琴,蔡琴,,,,女,,,,2,1,18
DK201101080049,天上人间,国语,费玉清,费玉清,,,,男,,,,2,1,18
DK201101080050,搏浪鼓,国语,赵薇,赵薇,,,,女,,,,2,1,18
DK201101080051,摘下满天星,国语,郑少秋,郑少秋,,,,男,,,,2,1,18
DK201101080052,SHALL WE TALK,国语,陈奕迅,陈奕迅,,,,男,,,,2,1,18
DK201101080053,寂寞让你更快乐,国语,陈奕迅,陈奕迅,,,,男,,,,2,1,18
DK201101080054,在心里从此永远有个你,国语,高安,高安,,,,男,,,,2,1,18
DK201101080057,台北寂寞部屋,国语,游鸿明,游鸿明,,,,男,,,,2,1,18
DK201101080059,我要的飞翔,国语,许飞,许飞,,,,女,,,,2,1,18
DK201101080061,变态少女想人记,国语,ASOS,ASOS,,,,,,,,2,1,18
DK201101080062,太聪明,国语,陈绮贞,陈绮贞,,,,女,,,,2,1,18
DK201101080063,MAGIC,国语,戴爱玲,戴爱玲,,,,女,,,,2,1,18
DK201101080064,新鲜,国语,梁咏琪,梁咏琪,,,,女,,,,2,1,18
DK201101080065,洗脸,国语,梁咏琪,梁咏琪,,,,女,,,,2,1,18
DK201101080066,过眼云烟,国语,王菲,王菲,,,,女,,,,0,2,18
DK201101080068,马桶,国语,刘德华,刘德华,,,,男,,,,2,1,18
DK201101080071,星星堆满天,国语,杨乃文,杨乃文,,,,女,,,,2,1,18
DK201101080072,我爱你,国语,莫文蔚,莫文蔚,,,,女,,,,2,1,18
DK201101080075,望春风,国语,陶喆,陶喆,,,,,,,,2,1,18
DK201101080076,多想,国语,张信哲,张信哲,,,,男,,,,2,1,18
DK201101080077,彩虹,国语,杜德伟,杜德伟,,,,男,,,,2,1,18
DK201101080079,寻你,国语,游鸿明,游鸿明,,,,男,,,,2,1,18
DK201101080081,非卖品,国语,蔡依林,蔡依林,,,,女,,,,2,1,18
DK201101080082,点歌,国语,谢霆锋,谢霆锋,,,,男,,,,2,1,18
DK201101080086,一个男人的眼泪,国语,任贤齐,任贤齐,,,,男,,,,2,1,18
DK201101080087,你是我的女人,国语,刘德华,刘德华,,,,男,,,,2,1,18
DK201101080088,忘情忘爱,国语,张信哲,张信哲,,,,男,,,,2,1,18
DK201101080089,我是真的,国语,张信哲,张信哲,,,,男,,,,2,1,18
DK201101080091,秘密,国语,张震岳,张震岳,,,,男,,,,2,1,1
DK201101080093,不要害怕,国语,王力宏,王力宏,,,,男,,,,2,1,18
DK201101080095,承认,国语,辛晓琪,辛晓琪,,,,女,,,,2,1,18
DK201101080098,很好,国语,孙燕姿,孙燕姿,,,,女,,,,2,1,18
DK201101080100,爱不释手,国语,李丽芬,李丽芬,,,,女,,,,2,1,18
DK201101080101,爱你让我勇敢,国语,杜德伟,杜德伟,,,,男,,,,2,1,18
